Tên phim,Link review,Thể loại,Ảnh
aespa WORLD TOUR: TRẠM DỪNG CUỐI CÙNG,https://www.momo.vn/cinema/aespa-world-tour-23814/review,"Âm Nhạc, Tài liệu",https://cinema.momocdn.net/img/57932498371870303-vsEWcQctLmfyITT4a48F4mErQFi.jpg
Âm Lượng Hủy Diệt,https://www.momo.vn/cinema/decibel-871/review,"Chính kịch, Gay cấn, Hành động",https://cinema.momocdn.net/img/89450286334689294-vW016VDPIzzEgDzrC19xJ7pAoqg.jpg
Kẻ Đồng Hành,https://www.momo.vn/cinema/companion-24217/review,"Gay cấn, Kinh dị, Khoa học - Viễn tưởng",https://image.tmdb.org/t/p/w780/61ILWcYQKZhPPntTJEe4PKUfncp.jpg
Giao Ước Quỷ,https://www.momo.vn/cinema/the-verge-of-death-23729/review,Kinh dị,https://cinema.momocdn.net/img/29701592595100395-2hiUhSfrQM8Avwmx7WW5ruv9mVP.jpg
Thiện Ác Đối Đầu 3,https://www.momo.vn/cinema/the-equalizer-3-23567/review,"Gay cấn, Hình sự, Hành động",https://cinema.momocdn.net/img/12744064230015377-the_equalizer_2_EZYV.jpg
Ông Kẹ,https://www.momo.vn/cinema/the-boogeyman-1005/review,"Bí ẩn, Kinh dị",https://homepage.momocdn.net/cinema/momo-upload-api-230707152435-638243402755540257.jpg
Ôi Ma Ơi: Hồi Kết,https://www.momo.vn/cinema/oh-my-ghost-the-finale-23873/review,"Kinh dị, Hài",https://cinema.momocdn.net/img/13981257032893653-7MjgRNq3RqQ8reT5DNprkYOd3LV.jpg
TRÀ,https://www.momo.vn/cinema/tra-23745/review,"Chính kịch, Gay cấn",https://cinema.momocdn.net/img/32465974063282856-TRA.jpg
Châu Báu Đời Tôi,https://www.momo.vn/cinema/my-precious-23595/review,"Chính kịch, Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/16219336083308255-z4554688700973_a64e2111ade581ea5aee147f1deb2190-e1690800060137.jpg
"RM: Đúng Người, Sai Địa Điểm",https://www.momo.vn/cinema/rm-right-people-wrong-place-24177/review,"Âm Nhạc, Tài liệu",https://cinema.momocdn.net/img/121452036707104855-RMback.png?size=L
Gã Điên Báo Thù,https://www.momo.vn/cinema/wrath-of-man-640/review,"Gay cấn, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142920-637909001606231482.jpg
Ma Cà Rồng Nosferatu,https://www.momo.vn/cinema/nosferatu-24228/review,"Kinh dị, Giả tưởng",https://image.tmdb.org/t/p/w780/h7r6LZ32dgLwtwSW3CxoWIYD9pr.jpg
Phong Ấn Quỷ Dữ,https://www.momo.vn/cinema/it-lives-inside-23667/review,"Bí ẩn, Ma, Kinh dị",https://cinema.momocdn.net/img/22256580552763317-eBeD0FpK6mH7IXSxQ6AjuZSkjjL.jpg
NOPE: KHÔNG,https://www.momo.vn/cinema/nope-635/review,"Gay cấn, Bí ẩn, Kinh dị, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142916-637909001563293062.jpg
Trạng Tí Phiêu Lưu Ký,https://www.momo.vn/cinema/trang-ti-phieu-luu-ky-567/review,"Gia đình, Phiêu lưu, Khoa học - Viễn tưởng",https://cinema.momocdn.net/img/1f118f3d-2381-4707-afef-cdb2efb8d933-4260000369219083.png
Cún Cưng Đại Náo Nhà Hát,https://www.momo.vn/cinema/dogs-at-the-opera-23746/review,"Gia đình, Phiêu lưu, Hoạt hình",https://cinema.momocdn.net/img/32108831043370018-7GALTpYi0jPouKi7ZzgHZw6x4SE.jpg
Bên Trong Vỏ Kén Vàng,https://www.momo.vn/cinema/inside-the-yellow-cocoon-shell-23590/review,Chính kịch,https://cinema.momocdn.net/img/15520264574476751-z94oO4k3bvOrtI5b3Dksv7k3M3y.jpg
Nhím Sonic 2,https://www.momo.vn/cinema/sonic-the-hedgehog-2-653/review,"Khoa học - Viễn tưởng, Hài, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142954-637909001949302184.jpg
'Em' Là Của Em,https://www.momo.vn/cinema/big-sis-youre-mine-559/review,"Hài, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142618-637908999785917785.jpg
Linh Hồn Vũ Nữ 2: Nghi Thức hồi Sinh,https://www.momo.vn/cinema/dancing-village-the-curse-begins-23824/review,"Gay cấn, Bí ẩn, Kinh dị",https://cinema.momocdn.net/img/59073655243934506-xgI3YgSmDH7c87aLHabDipnVoT9.jpg
Bỗng Dưng Trúng Mánh,https://www.momo.vn/cinema/good-job-23701/review,"Chính kịch, Hành động",https://cinema.momocdn.net/img/25877457772951704-fLKf9EonnbNxreP6P6Jd9McsS8X.jpg
Người Dơi Bắt Đầu (Chiếu lại),https://www.momo.vn/cinema/batman-begins-23655/review,"Trinh thám, Siêu anh hùng, Hành động",https://cinema.momocdn.net/img/20965873332933218-lh5lbisD4oDbEKgUxoRaZU8HVrk.jpg
My SHINee World,https://www.momo.vn/cinema/my-shinee-world-23699/review,"Âm Nhạc, Tài liệu",https://cinema.momocdn.net/img/25467518049705411-xJkbxJBrnj2O1IRhR2M0cFpsWBz.jpg
Bồ Cũ,https://www.momo.vn/cinema/the-ex-629/review,"Gay cấn, Tâm lý, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142911-637909001515521735.jpg
Nơi Tình Yêu Kết Thúc,https://www.momo.vn/cinema/it-ends-with-us-24039/review,"Chính kịch, Lãng mạn",https://cinema.momocdn.net/img/76744946497534653-m6GbPD59FZlwqb1vH3exXBsHB6r.jpg
"Chuyện ""Ma"" Đô Thị",https://www.momo.vn/cinema/urban-myths-684/review,"Ma, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143115-637909002755134209.jpg
Võ Đường Đại Náo,https://www.momo.vn/cinema/hit-n-fun-24229/review,"Hài, Hành động",https://image.tmdb.org/t/p/w780/c6tqdW0MK7NnYKAh9tBuAHhB5Wj.jpg
OVERLORD: Thánh Quốc,https://www.momo.vn/cinema/overlord-the-sacred-kingdom-24207/review,"Phiêu lưu, Giả tưởng, Hành động, Hoạt hình",https://image.tmdb.org/t/p/w780/hkJhGayONXn96CqIRM9GhWKnlCf.jpg
"Người ""Bạn"" Trong Tưởng Tượng",https://www.momo.vn/cinema/imaginary-23802/review,"Bí ẩn, Kinh dị",https://cinema.momocdn.net/img/51409280303386861-TGsfNWkASegCfAn6ED1b08a9O6.jpg
Xin Chào Jadoo,https://www.momo.vn/cinema/hello-jadoo-23708/review,Hoạt hình,https://cinema.momocdn.net/img/26417434223140592-z6lGaq1gk9yR5ggkcUkB9nm1pdE.jpg
ALIENOID: Cuộc Chiến Xuyên Không (Chiếu lại),https://www.momo.vn/cinema/alienoid-791/review,"Bí ẩn, Khoa học - Viễn tưởng, Hành động",https://homepage.momocdn.net/cinema/momo-upload-api-220715172241-637935025616469397.jpeg
Trăm Năm Hạnh Phúc,https://www.momo.vn/cinema/long-live-love-23584/review,"Hài, Lãng mạn",https://cinema.momocdn.net/img/15008691068443340-k5SWymJhC7IGrPdfV31V1Uy3fsB.jpg
Trò Chơi Cõi Âm,https://www.momo.vn/cinema/the-real-ghost-911/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/93780253943355089-qtIG15D3RAsIwJajGs6qs3HxU4q.jpg
Bố Gà Siêu Đẳng: Trận Chiến Trên Băng,https://www.momo.vn/cinema/bo-ga-sieu-dang-tran-chien-tren-bang-24019/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/53203914816054517-iIOYU7UjVQBIwOXmQkGlnLW72zP.jpg
Quỷ Án,https://www.momo.vn/cinema/oddity-24032/review,"Bí ẩn, Kinh dị",https://cinema.momocdn.net/img/76656616449751117-xaorunhTOUftbpVPpgPVDjjES0.jpg
4 Đêm Mất Ngủ,https://www.momo.vn/cinema/midnight-horror-904/review,Kinh dị,https://cinema.momocdn.net/img/92994764547146563-hCcF5O4.jpg
Pororo Hành Trình Siêu Sao Âm Nhạc,https://www.momo.vn/cinema/pororo-popstar-adventure-23752/review,"Gia đình, Phiêu lưu, Hoạt hình",https://cinema.momocdn.net/img/33330396446912084-oLwM4r0WW8yjLnbSQqLRbxF3ZBu.jpg
Khế Ước,https://www.momo.vn/cinema/the-covenant-973/review,"Chính kịch, Chiến tranh, Hành động",https://cinema.momocdn.net/img/6101138914945190-vnPTLSBk95XKdahOaMkTlAck5Rc.jpg
Bảy Viên Ngọc Rồng Siêu Cấp: Siêu Anh Hùng,https://www.momo.vn/cinema/dragon-ball-super-hero-801/review,"Khoa học - Viễn tưởng, Hành động, Hoạt hình",https://cinema.momocdn.net/img/79249235769716516-uR0FopHrAjDlG5q6PZB07a1JOva.jpg
Sát Thủ Đối Đầu,https://www.momo.vn/cinema/bullet-train-651/review,"Gay cấn, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142936-637909001764404986.jpg
Tiệc Trăng Máu,https://www.momo.vn/cinema/tiec-trang-mau-377/review,"Chính kịch, Gay cấn, Tình cảm, Hài",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135743-637908982631286993.jpg
Gái Ngố Gặp Ma Lầy,https://www.momo.vn/cinema/idiot-girls-and-school-ghost-24143/review,"Kinh dị, Hài",https://image.tmdb.org/t/p/w780/f6uIhC04AztdceS7gn6dvxNkKW3.jpg
Quỷ Thuật,https://www.momo.vn/cinema/the-ritual-black-nun-23793/review,Kinh dị,https://cinema.momocdn.net/img/36871069600965931-maxresdefault%20(2
Tiễn Vong,https://www.momo.vn/cinema/undertaker-23717/review,"Chính kịch, Ma, Kinh dị",https://cinema.momocdn.net/img/27706345488816795-yIrW7njln6BnttncIAyKI1TEo1X.jpg
Âm Hồn Siam,https://www.momo.vn/cinema/siam-curse-23712/review,"Chính kịch, Gay cấn, Kinh dị",https://cinema.momocdn.net/img/26651526646881592-iCXUr5BaTeDsbFty0BQrDMuxtDK.jpg
Indiana Jones và Vòng Quay Số Phận,https://www.momo.vn/cinema/indiana-jones-and-the-dial-of-destiny-883/review,"Phiêu lưu, Hành động",https://cinema.momocdn.net/img/90489193640136444-gCT47rlj2NcME1ObrzLJwlbutMT.jpg
Đêm Hung Tàn,https://www.momo.vn/cinema/violent-night-858/review,"Hài, Hành động",https://cinema.momocdn.net/img/88247561688378457-g9Kb3RaLjsybI1jpqHQ3QZTCYpB.jpg
Điều Ước Cuối Của Tù Nhân 2037,https://www.momo.vn/cinema/my-girl-792/review,"Gia đình, Tâm lý",https://homepage.momocdn.net/cinema/momo-upload-api-230117104940-638095493804958700.jpg
"Cherry Magic: 30 Tuổi Vẫn Còn ""Zin"" Sẽ Biến Thành Phù Thủy",https://www.momo.vn/cinema/cherry-magic-thirty-years-of-virginity-can-make-you-a-wizard-the-movie-781/review,"Chính kịch, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-upload-api-220704151935-637925447759118914.jpeg
Mưa Trên Cánh Bướm,https://www.momo.vn/cinema/dont-cry-butterfly-24194/review,"Chính kịch, Giả tưởng, Hài",https://image.tmdb.org/t/p/w780/kNFFX7w2PJj6DRtPKcPNjSuH5F8.jpg
Vùng Đất Bị Nguyền Rủa,https://www.momo.vn/cinema/the-cursed-land-24088/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/50190589493587849-2kY0cBz5sHrRwaxacEyzDBC3SFp.jpg
Siêu Khỉ Cuồng Nộ,https://www.momo.vn/cinema/ape-vs-mecha-ape-23730/review,"Khoa học - Viễn tưởng, Hành động",https://cinema.momocdn.net/img/29775845413942205-jnE1GA7cGEfv5DJBoU2t4bZHaP4.jpg
Vong Ám,https://www.momo.vn/cinema/dear-david-23685/review,"Gay cấn, Ma, Kinh dị",https://cinema.momocdn.net/img/24837431742221081-2rlt4cfqs7WZjWxpGiuCxio7mA8.jpg
Trạm Tàu Ma,https://www.momo.vn/cinema/the-ghost-station-985/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/7391475742549045-b9btd39FjrJidsSylrNMMAsilJ3.jpg
Thực Đơn Bí Ẩn,https://www.momo.vn/cinema/the-menu-865/review,"Gay cấn, Kinh dị, Hài",https://cinema.momocdn.net/img/88668587093678158-o1k6zNKYVQuNx5DIyVpT9j6gwaQ.jpg
LIVE STREAM,https://www.momo.vn/cinema/live-stream-23573/review,"Tội phạm, Hình sự",https://cinema.momocdn.net/img/12742971171433560-980x448_3_.jpg
Blue Lock The Movie: Episode Nagi,https://www.momo.vn/cinema/blue-lock-the-movie-episode-nagi-23951/review,"Chính kịch, Hành động, Hoạt hình",https://cinema.momocdn.net/img/52014495139408915-7ks7A3mAO7twDOvBVE4cR8LaIM8.jpg
Wolfoo Và Hòn Đảo Kỳ Bí,https://www.momo.vn/cinema/wolfoo-and-the-mysterious-island-23663/review,"Phiêu lưu, Hoạt hình",https://cinema.momocdn.net/img/21745759128281554-1920x1080-wolfoo.jpg
Duyên Ma,https://www.momo.vn/cinema/duyen-ma-809/review,"Ma, Kinh dị, Hài",https://cinema.momocdn.net/img/80288472095195079-61cfc85072ce2-copy-142548.jpg
Bí Mật Không Thể Nói,https://www.momo.vn/cinema/secret-24235/review,"Chính kịch, Âm Nhạc, Giả tưởng, Lãng mạn",https://cinema.momocdn.net/img/129253199860703107-2EBGWi3pxPAlmwukWs76lcC1rmO.jpg?size=L
Kỳ Án Trên Đồi Tuyết (chiếu lại),https://www.momo.vn/cinema/anatomy-of-a-fall-23683/review,"Chính kịch, Bí ẩn, Hình sự",https://cinema.momocdn.net/img/24248117112566714-fGe1ej335XbqN1j9teoDpofpbLX.jpg
Những Kẻ Bất Bại 2: Pantera,https://www.momo.vn/cinema/den-of-thieves-2-pantera-24203/review,"Gay cấn, Hình sự, Hành động",https://image.tmdb.org/t/p/w780/q3Rgy4pQlPBou8ilYaVdHmjylyV.jpg
Ngày Ta Đã Yêu,https://www.momo.vn/cinema/we-live-in-time-24087/review,"Chính kịch, Hài, Lãng mạn",https://cinema.momocdn.net/img/50201075352194221-cJ1TJUzvpjmumyuuJoPstXra6j2.jpg
Tín Hiệu Vũ Trụ,https://www.momo.vn/cinema/distant-23870/review,"Khoa học - Viễn tưởng, Hài, Lãng mạn",https://cinema.momocdn.net/img/13889054052402521-Capture-2024-07-09-140036.png
Nhập Hồn,https://www.momo.vn/cinema/mahlukat-803/review,"Ma, Tâm lý, Kinh dị",https://cinema.momocdn.net/img/79694805740578628-bh1gbFHjxK2qgreGOinVJySTR5S.jpg
Điệp Viên 007: Không Phải Lúc Chết,https://www.momo.vn/cinema/diep-vien-007-khong-phai-luc-chet-428/review,"Gay cấn, Bí ẩn, Phiêu lưu, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142304-637908997843433222.jpg
Monkey Man Báo Thù,https://www.momo.vn/cinema/monkey-man-23779/review,"Gay cấn, Hành động",https://cinema.momocdn.net/img/36701224062106023-qwU4cRX74cN6Z9XvDEOoYsoEAoN.jpg
Dạ Điểu,https://www.momo.vn/cinema/the-night-owl-905/review,"Chính kịch, Gay cấn",https://cinema.momocdn.net/img/93148349921312002-aIKxC8mGq44EUDLPYw1ckCwciqz.jpg
Blue Period,https://www.momo.vn/cinema/blue-period-24137/review,"Chính kịch, Hài",https://cinema.momocdn.net/img/112407158002071692-maxresdefault.jpg
Tiên Tri Tử Thần,https://www.momo.vn/cinema/you-will-die-in-6-hours-24086/review,Gay cấn,https://cinema.momocdn.net/img/50119829548351341-aPHznbTaUnmGILTwfyNO9cSQgvY.jpg
Người Môi Giới,https://www.momo.vn/cinema/broker-702/review,"Chính kịch, Tâm lý",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143146-637909003066846968.jpg
Thành Phố Mất Tích,https://www.momo.vn/cinema/the-lost-city-619/review,"Phiêu lưu, Tình cảm, Hài, Hành động, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142856-637909001365364614.jpg
Sắc Màu Của Cảm Xúc,https://www.momo.vn/cinema/the-colors-within-24134/review,"Chính kịch, Âm Nhạc, Hài, Hoạt hình",https://cinema.momocdn.net/img/111802867611559237-mFC52cN0oz1WqTXR0jRT69oHKTp.jpg
The Crow: Báo Thù,https://www.momo.vn/cinema/the-crow-24029/review,"Gay cấn, Giả tưởng, Hành động",https://cinema.momocdn.net/img/76648207292549881-qrnt6q3yzK7k9dN7IjLOkI6rZ6O.jpg
Hổ Cánh Cụt & Biệt Đội Rừng Xanh 2: Quậy Banh Thế Giới,https://www.momo.vn/cinema/the-jungle-bunch-2-world-tour-23629/review,"Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/18544819282764206-gyWqY58lxGnFBR8qGBq68OW7XKn.jpg
Kỵ Sĩ Bóng Đêm Trỗi Dậy,https://www.momo.vn/cinema/the-dark-knight-rises-23684/review,"Chính kịch, Gay cấn, Siêu anh hùng, Hành động",https://cinema.momocdn.net/img/24692219144870300-c3OHQncTAnKFhdOTX7D3LTW6son.jpg
Thảm Họa Mưa Axit,https://www.momo.vn/cinema/acide-23652/review,"Chính kịch, Thảm hoạ, Khoa học - Viễn tưởng",https://cinema.momocdn.net/img/20967363786457198-hUUh8C4c20ZUSSqufQASbEUpTi2.jpg
"Lyle, Chú Cá Sấu Biết Hát",https://www.momo.vn/cinema/lyle-lyle-crocodile-850/review,"Gia đình, Âm Nhạc, Hài",https://cinema.momocdn.net/img/86843954849605492-c1bz69r0v065TGFA5nqBiKzPDys.jpg
Gái Già Lắm Chiêu 5,https://www.momo.vn/cinema/gai-gia-lam-chieu-v-551/review,"Gay cấn, Gia đình, Drama",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142604-637908999642770326.jpg
Shang-Chi và Huyền Thoại Thập Luân,https://www.momo.vn/cinema/shangchi-and-the-legend-of-the-ten-rings-577/review,"Siêu anh hùng, Khoa học - Viễn tưởng, Hành động, Võ thuật",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142654-637909000148983449.jpg
Chuyện Nhà Bánh Xếp,https://www.momo.vn/cinema/about-family-24189/review,"Chính kịch, Hài",https://image.tmdb.org/t/p/w780/qdl3SlctJM72sUbv8zo2UjHoIpv.jpg
Trư Bát Giới: Đại Náo Thế Giới Mới,https://www.momo.vn/cinema/pigsy-23852/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hành động, Hoạt hình",https://cinema.momocdn.net/img/44813992677045482-mH4XJXsO9QuO7SmsiibkLi01mDz.jpg
Thầy Trừ Tà,https://www.momo.vn/cinema/the-exorcism-23853/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/44817169703232106-lGpgwYE7pcYm3Yf2RY0jU7rsGG7.jpg
Nàng Thơ Của Miller,https://www.momo.vn/cinema/millers-girl-23751/review,"Chính kịch, Gay cấn",https://cinema.momocdn.net/img/33330108504054785-j64H7GlYSarltRHJOl75jxLTRV6.jpg
Vũ Điệu Quỷ Dữ,https://www.momo.vn/cinema/godless-the-eastfield-exorcism-23649/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/20453421827538344-qvuJpcFl1P2LPOFtcUks6G44aSQ.jpg
Lời Mời Đến Địa Ngục,https://www.momo.vn/cinema/the-invitation-800/review,"Gay cấn, Ma, Kinh dị",https://cinema.momocdn.net/img/79080506256572899-99CeVSYiZcdqmVXi4S9U4tLuwg8.jpg
Xích - Trói Hồn Yểm Xác,https://www.momo.vn/cinema/binding-souls-24178/review,Kinh dị,https://image.tmdb.org/t/p/w780/tBj2jTOd7jZwkqFh7GZrNc9OkAx.jpg
"Nhất Quỷ Nhì Ma, Thứ Ba Takagi: Trêu Rồi Yêu",https://www.momo.vn/cinema/teasing-master-takagisan-24057/review,"Tình cảm, Hài",https://cinema.momocdn.net/img/57225904709153932-Capture-2024-10-06-010311.png
Cậu Bé Cá Heo,https://www.momo.vn/cinema/dolphin-boy-24047/review,"Phiêu lưu, Giả tưởng, Hài, Hoạt hình",https://cinema.momocdn.net/img/20693484422178053-vXjpwkXPirBmgdEpIknfN8ziDD.jpg
SAO the Movie Progressive: Scherzo of Deep Night,https://www.momo.vn/cinema/sao-the-movie-progressive-scherzo-of-deep-night-929/review,"Khoa học - Viễn tưởng, Hành động, Hoạt hình",https://cinema.momocdn.net/img/1006472014925260-a5alro35e0XUa21Hb9Wlci67U73.jpg
Kẻ Săn Mộ,https://www.momo.vn/cinema/collectors-498/review,Hình sự,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142426-637908998667949058.jpg
BAEKHYUN: Hồi Ức Kim Cương Lục Giác,https://www.momo.vn/cinema/baekhyun-lonsdaleite-24195/review,"Âm Nhạc, Tài liệu",https://cinema.momocdn.net/img/85971618700458933-maxres.jpg?size=L
Yêu Em Không Cần Lời Nói,https://www.momo.vn/cinema/hear-me-our-summer-24184/review,"Chính kịch, Lãng mạn",https://image.tmdb.org/t/p/w780/3gamjZzJrZpqsdpz8yJWjD54PoX.jpg
Họa Quỷ,https://www.momo.vn/cinema/immersion-23646/review,Kinh dị,https://cinema.momocdn.net/img/20112194064254029-1Kqp15MtZED7IVXFxNy9jXlX6xd.jpg
Violet Evergarden: Hồi Ức Không Quên,https://www.momo.vn/cinema/gekijouban-violet-evergarden-484/review,"Chính kịch, Khoa học - Viễn tưởng, Lãng mạn, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142406-637908998466651586.jpg
Cu Li Không Bao Giờ Khóc,https://www.momo.vn/cinema/cu-li-khong-bao-gio-khoc-24063/review,"Gia đình, Tâm lý, Tình cảm",https://cinema.momocdn.net/img/57280194289865961-4DwNh1VzR0HlQJlPajRJXy3wC1G.jpg
Sói 200%,https://www.momo.vn/cinema/200-wolf-376/review,"Gia đình, Giả tưởng, Hoạt hình",https://cinema.momocdn.net/img/59076319391430981-7TxeZVg2evMG42p0uSbMJpWNQ8A.jpg
Hiệp Sĩ Mặt Nạ Đại Chiến: Đấu Trường Sinh Tử,https://www.momo.vn/cinema/kamen-rider-geats-revice-movie-battle-royale-945/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hành động",https://cinema.momocdn.net/img/2374238080762187-juSUYWiLmic0juql4q20uSTlJW7.jpg
Cùng Em Ở Ngày Thế Giới Kết Thúc,https://www.momo.vn/cinema/love-you-as-the-world-ends-23854/review,"Bí ẩn, Kinh dị, Hành động, Lãng mạn",https://cinema.momocdn.net/img/44818591245431934-Aa2gAggI5iPRA3IvItWbqZwilaf.jpg
Aquaman: Đế Vương Atlantis (Chiếu lại),https://www.momo.vn/cinema/aquaman-23690/review,"Siêu anh hùng, Phiêu lưu, Khoa học - Viễn tưởng, Hành động",https://cinema.momocdn.net/img/25182129929909788-7icgF1dgUJaCpnWV235eafXFznJ.jpg
Chạm Vào Hạnh Phúc,https://www.momo.vn/cinema/cham-vao-hanh-phuc-23628/review,Gia đình,https://cinema.momocdn.net/img/18543866485660323-640wx396h_1_.jpg
Bào Thai Quỷ Dị,https://www.momo.vn/cinema/bed-rest-927/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/1006911473839469-lQzSMhkAl90iXPirjnLbRHkxApC.jpg
Anne - Cô Gái Muôn Mặt,https://www.momo.vn/cinema/faces-of-anne-860/review,"Chính kịch, Gay cấn, Bí ẩn",https://cinema.momocdn.net/img/88236621197382757-68ITkRIgwOjOkezm7ZNpp3TVpfz.jpg
Vết Nứt: Ám Hồn Trong Tranh,https://www.momo.vn/cinema/cracked-655/review,"Ma, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142957-637909001974731165.jpg
Chúa Tể Của Những Chiếc Nhẫn: Cuộc Chiến của Rohirrim,https://www.momo.vn/cinema/the-lord-of-the-rings-the-war-of-the-rohirrim-24061/review,"Phiêu lưu, Thần Thoại, Hành động, Hoạt hình",https://cinema.momocdn.net/img/108699642406197287-nCnxbPs2mL5V336Uj6D8SjKV35v.jpg
Oán Hồn Tử Địa,https://www.momo.vn/cinema/grave-lands-23686/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/24837758691290396-thumb_1__1.jpg
j-hope IN THE BOX,https://www.momo.vn/cinema/jhope-in-the-box-1010/review,"Âm Nhạc, Tài liệu",https://homepage.momocdn.net/cinema/momo-upload-api-230707152206-638243401267022329.jpeg
Babylon,https://www.momo.vn/cinema/babylon-885/review,"Chính kịch, Hài",https://cinema.momocdn.net/img/90490447370909837-2ja6u29rJQZKpCMaYkgEcRYdwaA.jpg
Phi Vụ Toàn Sao,https://www.momo.vn/cinema/operation-fortune-ruse-de-guerre-910/review,"Gay cấn, Hài, Hành động",https://cinema.momocdn.net/img/93508563397863267-2mJLX6OaQHACvPhkPTEPHjO7p5o.jpg
Hoả Thần,https://www.momo.vn/cinema/firefighter-24197/review,Chính kịch,https://image.tmdb.org/t/p/w780/1b8hTATMGFwWmQBtQJJpae4Rv9g.jpg
Xuyên Không Cải Mệnh Gia Tộc,https://www.momo.vn/cinema/china-town-cha-cha-24026/review,"Gia đình, Hài, Hành động",https://cinema.momocdn.net/img/76229616160407241-outSp8WbkEYwRlQ5cJAV0p8Lp87.jpg
Taboo: Điều Cấm Kỵ Kinh Hoàng,https://www.momo.vn/cinema/taboo-dieu-cam-ky-kinh-hoang-23718/review,Kinh dị,https://cinema.momocdn.net/img/27707128802729930-640x310px.jpg
Tiếng Gọi Âm Binh,https://www.momo.vn/cinema/khanzab-999/review,Kinh dị,https://homepage.momocdn.net/cinema/momo-upload-api-230525154356-638206262368220347.jpg
"Nhắn Gửi Một Tôi, Người Đã Yêu Em",https://www.momo.vn/cinema/to-the-solitary-me-that-loved-you-930/review,"Khoa học - Viễn tưởng, Lãng mạn, Hoạt hình",https://cinema.momocdn.net/img/1006046335934227-xsvdIWlX0IQfYQhFluxIBeURg8e.jpg
Ai Oán Trong Vườn Xuân,https://www.momo.vn/cinema/spring-garden-24066/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/108699154765997243-hf368DJjkostZg2EjxiHu10jUE5.jpg
Ma Siêu Quậy,https://www.momo.vn/cinema/beetlejuice-beetlejuice-23839/review,"Kinh dị, Giả tưởng, Hài",https://cinema.momocdn.net/img/59078504570261875-8c5DY9CWuwiIHIcit5qMHDpNFpb.jpg
Mỹ Nhân Đạo Chích,https://www.momo.vn/cinema/miss-fortune-23665/review,"Chính kịch, Hài",https://cinema.momocdn.net/img/22256923346667931-tMT3tsh7lXJTkHq4Gjq1XkNkgOr.jpg
Giếng Quỷ,https://www.momo.vn/cinema/the-well-24021/review,Kinh dị,https://cinema.momocdn.net/img/53202580025453848-8vqmXMXsDVSkw6w3asP4Ie8JlSl.jpg
Anh Hùng Bàn Phím,https://www.momo.vn/cinema/troll-factory-23799/review,"Chính kịch, Hình sự",https://cinema.momocdn.net/img/50980905862651704-84bWZa16ALeGKcdmvKWv6Kvoohb.jpg
Đường Cùng,https://www.momo.vn/cinema/hopeless-23681/review,"Chính kịch, Trinh thám, Hình sự",https://cinema.momocdn.net/img/24066301869259442-gEt8nXeSIAZB0xzjeUO6aeH1YnP.jpg
Mèo Siêu Quậy Ở Viện Bảo Tàng,https://www.momo.vn/cinema/cat-in-the-museum-987/review,"Hài, Hoạt hình",https://cinema.momocdn.net/img/7384372024387365-eS1FsyGygY5FomanLeULzFKUvWX.jpg
Nô Lệ Của Quỷ 2,https://www.momo.vn/cinema/pengabdi-setan-2-communion-823/review,"Bí ẩn, Ma, Kinh dị",https://cinema.momocdn.net/img/83316275969318138-Pg0al5HWhs6wYMxfD2A8A7QnB7.jpg
Vụ Bê Bối Ánh Trăng,https://www.momo.vn/cinema/fly-me-to-the-moon-23831/review,"Hài, Lãng mạn",https://cinema.momocdn.net/img/59075606431879352-fCddmlyNZkIKHqE6WuuMfqW7vcP.jpg
